# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2013-07-12 09:51:29 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03298500 SALT RIVER AT SHEPHERDSVILLE, KY
# -----------------------------------------------------------------------------------
#
# Data provided for site 03298500
#    DD parameter statistic   Description
#    05   00060     00003     Discharge, cubic feet per second (Mean)
#    08   80154     00003     Suspended sediment concentration, milligrams per liter (Mean)
#    09   80155     00003     Suspended sediment discharge, tons per day (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
# 
agency_cd	site_no	datetime	05_00060_00003	05_00060_00003_cd	08_80154_00003	08_80154_00003_cd	09_80155_00003	09_80155_00003_cd
USGS	03298500	1955-02-04	1140	A	152	A	468	A
USGS	03298500	1955-02-05	2870	A	303	A	4670	A
USGS	03298500	1955-02-06	17300	A	1530	A	71500	A
USGS	03298500	1955-02-07	21500	A	1050	A	61000	A
USGS	03298500	1955-02-08	15800	A	479	A	22100	A
USGS	03298500	1955-02-09	6450	A	246	A	4280	A
USGS	03298500	1955-02-10	2700	A	119	A	868	A
USGS	03298500	1955-02-11	2360	A	67	A	427	A
USGS	03298500	1955-02-12	1920	A	65	A	337	A
USGS	03298500	1955-02-13	1270	A	56	A	192	A
USGS	03298500	1955-02-14	1310	A	49	A	173	A
USGS	03298500	1955-02-15	1200	A	38	A	123	A
USGS	03298500	1955-02-16	1520	A	56	A	277	A
USGS	03298500	1955-02-17	3500	A	372	A	3520	A
USGS	03298500	1955-02-18	2560	A	206	A	1420	A
USGS	03298500	1955-02-19	1760	A	99	A	470	A
USGS	03298500	1955-02-20	1460	A	68	A	268	A
USGS	03298500	1955-02-21	7490	A	950	A	25000	A
USGS	03298500	1955-02-22	20900	A	1290	A	72800	A
USGS	03298500	1955-02-23	17100	A	790	A	36500	A
USGS	03298500	1955-02-24	7910	A	265	A	6150	A
USGS	03298500	1955-02-25	3340	A	131	A	1180	A
USGS	03298500	1955-02-26	3860	A	170	A	2230	A
USGS	03298500	1955-02-27	17500	A	1300	A	64000	A
USGS	03298500	1955-02-28	19800	A	1440	A	77000	A
USGS	03298500	1955-03-01	18000	A	1070	A	52000	A
USGS	03298500	1955-03-02	11400	A	760	A	23400	A
USGS	03298500	1955-03-03	5560	A	255	A	4240	A
USGS	03298500	1955-03-04	4200	A	226	A	3240	A
USGS	03298500	1955-03-05	9660	A	1700	A	44300	A
USGS	03298500	1955-03-06	11900	A	1760	A	56500	A
USGS	03298500	1955-03-07	7890	A	776	A	18100	A
USGS	03298500	1955-03-08	2650	A	202	A	1440	A
USGS	03298500	1955-03-09	1770	A	73	A	349	A
USGS	03298500	1955-03-10	1600	A	60	A	259	A
USGS	03298500	1955-03-11	1270	A	45	A	154	A
USGS	03298500	1955-03-12	2250	A	32	A	194	A
USGS	03298500	1955-03-13	1200	A	23	A	74	A
USGS	03298500	1955-03-14	1400	A	22	A	83	A
USGS	03298500	1955-03-15	5630	A	296	A	6560	A
USGS	03298500	1955-03-16	13600	A	2300	A	84400	A
USGS	03298500	1955-03-17	8760	A	1600	A	37800	A
USGS	03298500	1955-03-18	3620	A	335	A	3270	A
USGS	03298500	1955-03-19	2950	A	170	A	1350	A
USGS	03298500	1955-03-20	2460	A	262	A	1950	A
USGS	03298500	1955-03-21	14800	A	1650	A	65900	A
USGS	03298500	1955-03-22	19800	A	1110	A	59300	A
USGS	03298500	1955-03-23	11800	A	475	A	15100	A
USGS	03298500	1955-03-24	5670	A	216	A	3310	A
USGS	03298500	1955-03-25	2870	A	81	A	628	A
USGS	03298500	1955-03-26	2240	A	48	A	290	A
USGS	03298500	1955-03-27	2120	A	48	A	275	A
USGS	03298500	1955-03-28	2090	A	68	A	384	A
USGS	03298500	1955-03-29	1770	A	78	A	373	A
USGS	03298500	1955-03-30	1140	A	103	A	317	A
USGS	03298500	1955-03-31	874	A	57	A	134	A
USGS	03298500	1955-04-01	746	A	39	A	78	A
USGS	03298500	1955-04-02	650	A	38	A	67	A
USGS	03298500	1955-04-03	587	A	40	A	63	A
USGS	03298500	1955-04-04	510	A	36	A	50	A
USGS	03298500	1955-04-05	445	A	35	A	42	A
USGS	03298500	1955-04-06	608	A	50	A	82	A
USGS	03298500	1955-04-07	658	A	48	A	85	A
USGS	03298500	1955-04-08	468	A	47	A	59	A
USGS	03298500	1955-04-09	375	A	53	A	54	A
USGS	03298500	1955-04-10	330	A	42	A	37	A
USGS	03298500	1955-04-11	474	A	47	A	60	A
USGS	03298500	1955-04-12	922	A	72	A	179	A
USGS	03298500	1955-04-13	1980	A	200	A	1100	A
USGS	03298500	1955-04-14	1470	A	295	A	1170	A
USGS	03298500	1955-04-15	914	A	181	A	447	A
USGS	03298500	1955-04-16	658	A	73	A	130	A
USGS	03298500	1955-04-17	517	A	58	A	81	A
USGS	03298500	1955-04-18	440	A	50	A	59	A
USGS	03298500	1955-04-19	375	A	43	A	44	A
USGS	03298500	1955-04-20	325	A	36	A	32	A
USGS	03298500	1955-04-21	320	A	40	A	34	A
USGS	03298500	1955-04-22	370	A	47	A	47	A
USGS	03298500	1955-04-23	1040	A	600	A	3100	A
USGS	03298500	1955-04-24	7770	A	2620	A	55000	A
USGS	03298500	1955-04-25	6110	A	1530	A	27400	A
USGS	03298500	1955-04-26	2240	A	430	A	2600	A
USGS	03298500	1955-04-27	1560	A	145	A	611	A
USGS	03298500	1955-04-28	1190	A	76	A	244	A
USGS	03298500	1955-04-29	938	A	53	A	134	A
USGS	03298500	1955-04-30	706	A	42	A	80	A
USGS	03298500	1955-05-01	545	A	47	A	69	A
USGS	03298500	1955-05-02	440	A	42	A	50	A
USGS	03298500	1955-05-03	365	A	42	A	41	A
USGS	03298500	1955-05-04	315	A	40	A	34	A
USGS	03298500	1955-05-05	268	A	32	A	23	A
USGS	03298500	1955-05-06	231	A	27	A	17	A
USGS	03298500	1955-05-07	196	A	24	A	13	A
USGS	03298500	1955-05-08	165	A	34	A	15	A
USGS	03298500	1955-05-09	140	A	40	A	15	A
USGS	03298500	1955-05-10	134	A	38	A	14	A
USGS	03298500	1955-05-11	192	A	37	A	19	A
USGS	03298500	1955-05-12	188	A	46	A	23	A
USGS	03298500	1955-05-13	1050	A	2860	A	3400	A
USGS	03298500	1955-05-14	6950	A	2860	A	3700	A
USGS	03298500	1955-05-15	3060	A	751	A	7870	A
USGS	03298500	1955-05-16	1210	A	188	A	614	A
USGS	03298500	1955-05-17	794	A	98	A	210	A
USGS	03298500	1955-05-18	531	A	74	A	106	A
USGS	03298500	1955-05-19	395	A	65	A	69	A
USGS	03298500	1955-05-20	305	A	55	A	45	A
USGS	03298500	1955-05-21	251	A	48	A	32	A
USGS	03298500	1955-05-22	300	A	41	A	33	A
USGS	03298500	1955-05-23	310	A	42	A	35	A
USGS	03298500	1955-05-24	305	A	48	A	40	A
USGS	03298500	1955-05-25	2880	A	871	A	7600	A
USGS	03298500	1955-05-26	1960	A	871	A	5210	A
USGS	03298500	1955-05-27	746	A	238	A	479	A
USGS	03298500	1955-05-28	450	A	128	A	156	A
USGS	03298500	1955-05-29	1240	A	200	A	700	A
USGS	03298500	1955-05-30	818	A	243	A	537	A
USGS	03298500	1955-05-31	858	A	145	A	336	A
USGS	03298500	1955-06-01	425	A	121	A	139	A
USGS	03298500	1955-06-02	282	A	110	A	84	A
USGS	03298500	1955-06-03	207	A	81	A	45	A
USGS	03298500	1955-06-04	158	A	67	A	28	A
USGS	03298500	1955-06-05	124	A	48	A	16	A
USGS	03298500	1955-06-06	100	A	38	A	10	A
USGS	03298500	1955-06-07	196	A	251	A	202	A
USGS	03298500	1955-06-08	3630	A	2180	A	21400	A
USGS	03298500	1955-06-09	1580	A	433	A	1980	A
USGS	03298500	1955-06-10	1270	A	138	A	473	A
USGS	03298500	1955-06-11	1920	A	368	A	1700	A
USGS	03298500	1955-06-12	2490	A	368	A	2470	A
USGS	03298500	1955-06-13	1800	A	225	A	1090	A
USGS	03298500	1955-06-14	1390	A	123	A	462	A
USGS	03298500	1955-06-15	1150	A	87	A	270	A
USGS	03298500	1955-06-16	1150	A	80	A	248	A
USGS	03298500	1955-06-17	770	A	77	A	160	A
USGS	03298500	1955-06-18	504	A	61	A	83	A
USGS	03298500	1955-06-19	365	A	52	A	51	A
USGS	03298500	1955-06-20	300	A	55	A	44	A
USGS	03298500	1955-06-21	435	A	65	A	76	A
USGS	03298500	1955-06-22	330	A	73	A	65	A
USGS	03298500	1955-06-23	192	A	46	A	24	A
USGS	03298500	1955-06-24	560	A	180	A	240	A
USGS	03298500	1955-06-25	410	A	227	A	251	A
USGS	03298500	1955-06-26	400	A	117	A	126	A
USGS	03298500	1955-06-27	340	A	98	A	90	A
USGS	03298500	1955-06-28	227	A	65	A	40	A
USGS	03298500	1955-06-29	151	A	39	A	16	A
USGS	03298500	1955-06-30	118	A	25	A	8.0	A
USGS	03298500	1955-07-01	86	A	33	A	8.0	A
USGS	03298500	1955-07-02	67	A	22	A	4.0	A
USGS	03298500	1955-07-03	54	A	23	A	3.0	A
USGS	03298500	1955-07-04	80	A	30	A	6.0	A
USGS	03298500	1955-07-05	336	A	368	A	100	A
USGS	03298500	1955-07-06	231	A	83	A	52	A
USGS	03298500	1955-07-07	165	A	122	A	54	A
USGS	03298500	1955-07-08	235	A	207	A	131	A
USGS	03298500	1955-07-09	945	A	368	A	1700	A
USGS	03298500	1955-07-10	1810	A	368	A	3800	A
USGS	03298500	1955-07-11	1380	A	766	A	3050	A
USGS	03298500	1955-07-12	468	A	362	A	457	A
USGS	03298500	1955-07-13	278	A	220	A	165	A
USGS	03298500	1955-07-14	180	A	121	A	59	A
USGS	03298500	1955-07-15	158	A	90	A	38	A
USGS	03298500	1955-07-16	124	A	85	A	28	A
USGS	03298500	1955-07-17	1010	A	368	A	2600	A
USGS	03298500	1955-07-18	2300	A	800	A	5800	A
USGS	03298500	1955-07-19	4500	A	1520	A	18500	A
USGS	03298500	1955-07-20	4130	A	1350	A	15000	A
USGS	03298500	1955-07-21	2390	A	562	A	3940	A
USGS	03298500	1955-07-22	1190	A	255	A	819	A
USGS	03298500	1955-07-23	1010	A	195	A	532	A
USGS	03298500	1955-07-24	1240	A	308	A	1550	A
USGS	03298500	1955-07-25	2680	A	1400	A	11200	A
USGS	03298500	1955-07-26	1150	A	345	A	1070	A
USGS	03298500	1955-07-27	1920	A	540	A	2800	A
USGS	03298500	1955-07-28	1230	A	350	A	1400	A
USGS	03298500	1955-07-29	1490	A	441	A	1770	A
USGS	03298500	1955-07-30	1160	A	207	A	694	A
