# ---------------------------------- WARNING ----------------------------------------
# Provisional data are subject to revision. Go to
# http://waterdata.usgs.gov/nwis/help/?provisional for more information.
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2014-03-19 17:10:12 EDT	(natwebcaas01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03401385 DAVIS BRANCH AT HIGHWAY 988 NEAR MIDDLESBORO, KY
# -----------------------------------------------------------------------------------
#
# Data provided for site 03401385
#    DD parameter   Description
#    03   00010     Temperature, water, degrees Celsius
#    02   00065     Gage height, feet
#    06   00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius
#    04   00300     Dissolved oxygen, water, unfiltered, milligrams per liter
#    05   00400     pH, water, unfiltered, field, standard units
#    07   63680     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU)
#
# Data-value qualification codes included in this output:
#     P  Provisional data subject to revision.
#
agency_cd	site_no	datetime	tz_cd	03_00010	03_00010_cd	02_00065	02_00065_cd	06_00095	06_00095_cd	04_00300	04_00300_cd	05_00400	05_00400_cd	07_63680	07_63680_cd
USGS	03401385	2014-03-12 14:30	EDT	11.6	P	0.54	P	43	P	10	P	6.7	P	1.0	P
USGS	03401385	2014-03-12 14:45	EDT	11.5	P	0.54	P	43	P	10	P	6.7	P	1	P
USGS	03401385	2014-03-12 15:00	EDT	11.4	P	0.54	P	43	P	10	P	6.7	P	1	P
USGS	03401385	2014-03-12 15:15	EDT	11.5	P	0.54	P	43	P	10.1	P	6.7	P	1	P
USGS	03401385	2014-03-12 15:30	EDT	11.4	P	0.54	P	43	P	10.2	P	6.7	P	1	P
USGS	03401385	2014-03-12 15:45	EDT	11.4	P	0.54	P	43	P	10.2	P	6.7	P	0.9	P
USGS	03401385	2014-03-12 16:00	EDT	11.4	P	0.54	P	43	P	10.3	P	6.7	P	1	P
USGS	03401385	2014-03-12 16:15	EDT	11.3	P	0.54	P	43	P	10.3	P	6.7	P	1	P
USGS	03401385	2014-03-12 16:30	EDT	11.3	P	0.55	P	43	P	10.3	P	6.7	P	0.9	P
USGS	03401385	2014-03-12 16:45	EDT	11.2	P	0.55	P	43	P	10.3	P	6.7	P	0.9	P
USGS	03401385	2014-03-12 17:00	EDT	11.1	P	0.55	P	43	P	10.2	P	6.7	P	0.9	P
USGS	03401385	2014-03-12 17:15	EDT	11.0	P	0.55	P	43	P	10.2	P	6.7	P	1.0	P
USGS	03401385	2014-03-12 17:30	EDT	10.9	P	0.55	P	43	P	10.2	P	6.7	P	0.9	P
USGS	03401385	2014-03-12 17:45	EDT	10.9	P	0.55	P	43	P	10.2	P	6.7	P	0.9	P
USGS	03401385	2014-03-12 18:00	EDT	10.8	P	0.55	P	43	P	10.2	P	6.7	P	0.9	P
USGS	03401385	2014-03-12 18:15	EDT	10.7	P	0.55	P	43	P	10.2	P	6.7	P	0.9	P
USGS	03401385	2014-03-12 18:30	EDT	10.7	P	0.54	P	43	P	10.2	P	6.7	P	0.9	P
USGS	03401385	2014-03-12 18:45	EDT	10.6	P	0.54	P	43	P	10.2	P	6.7	P	0.9	P
USGS	03401385	2014-03-12 19:00	EDT	10.5	P	0.54	P	43	P	10.2	P	6.7	P	1	P
USGS	03401385	2014-03-12 19:15	EDT	10.5	P	0.54	P	43	P	10.2	P	6.7	P	0.9	P
USGS	03401385	2014-03-12 19:30	EDT	10.4	P	0.54	P	43	P	10.2	P	6.7	P	0.9	P
USGS	03401385	2014-03-12 19:45	EDT	10.2	P	0.54	P	43	P	10.2	P	6.7	P	0.9	P
USGS	03401385	2014-03-12 20:00	EDT	10.1	P	0.54	P	43	P	10.2	P	6.7	P	0.9	P
USGS	03401385	2014-03-12 21:15	EDT	9.6	P	0.54	P	43	P	10.3	P	6.7	P	0.9	P
USGS	03401385	2014-03-12 21:30	EDT	9.6	P	0.54	P	43	P	10.3	P	6.7	P	0.9	P
USGS	03401385	2014-03-12 21:45	EDT	9.5	P	0.54	P	43	P	10.3	P	6.7	P	0.9	P
USGS	03401385	2014-03-12 22:00	EDT	9.4	P	0.54	P	43	P	10.3	P	6.7	P	0.9	P
USGS	03401385	2014-03-12 22:15	EDT	9.4	P	0.55	P	43	P	10.3	P	6.7	P	0.9	P
USGS	03401385	2014-03-12 22:30	EDT	9.3	P	0.55	P	43	P	10.3	P	6.7	P	0.9	P
USGS	03401385	2014-03-12 22:45	EDT	9.2	P	0.55	P	43	P	10.3	P	6.7	P	0.9	P
USGS	03401385	2014-03-12 23:00	EDT	9.2	P	0.55	P	43	P	10.3	P	6.7	P	0.9	P
USGS	03401385	2014-03-12 23:15	EDT	9.1	P	0.55	P	43	P	10.3	P	6.7	P	0.9	P
USGS	03401385	2014-03-12 23:30	EDT	9.0	P	0.55	P	43	P	10.3	P	6.7	P	0.9	P
USGS	03401385	2014-03-12 23:45	EDT	8.9	P	0.55	P	43	P	10.3	P	6.7	P	0.9	P
USGS	03401385	2014-03-13 00:00	EDT	8.8	P	0.55	P	43	P	10.3	P	6.7	P	0.9	P
USGS	03401385	2014-03-13 00:15	EDT	8.8	P	0.54	P	43	P	10.3	P	6.7	P	0.9	P
USGS	03401385	2014-03-13 00:30	EDT	8.7	P	0.54	P	43	P	10.4	P	6.7	P	0.9	P
USGS	03401385	2014-03-13 00:45	EDT	8.6	P	0.54	P	43	P	10.4	P	6.7	P	0.9	P
USGS	03401385	2014-03-13 01:00	EDT	8.5	P	0.54	P	43	P	10.4	P	6.7	P	0.9	P
USGS	03401385	2014-03-13 01:15	EDT	8.5	P	0.54	P	43	P	10.4	P	6.7	P	0.9	P
USGS	03401385	2014-03-13 01:30	EDT	8.4	P	0.54	P	43	P	10.4	P	6.7	P	0.9	P
USGS	03401385	2014-03-13 01:45	EDT	8.4	P	0.54	P	43	P	10.4	P	6.7	P	0.9	P
USGS	03401385	2014-03-13 02:00	EDT	8.4	P	0.54	P	43	P	10.4	P	6.7	P	0.9	P
USGS	03401385	2014-03-13 02:15	EDT	8.3	P	0.54	P	43	P	10.4	P	6.7	P	0.9	P
USGS	03401385	2014-03-13 02:30	EDT	8.2	P	0.54	P	43	P	10.4	P	6.7	P	0.9	P
USGS	03401385	2014-03-13 02:45	EDT	8.2	P	0.54	P	43	P	10.5	P	6.7	P	0.9	P
USGS	03401385	2014-03-13 03:00	EDT	8.1	P	0.53	P	43	P	10.5	P	6.7	P	0.9	P
USGS	03401385	2014-03-13 03:15	EDT	8.1	P	0.53	P	43	P	10.5	P	6.7	P	0.9	P
USGS	03401385	2014-03-13 03:30	EDT	8.0	P	0.52	P	43	P	10.5	P	6.7	P	0.9	P
USGS	03401385	2014-03-13 03:45	EDT	8.0	P	0.52	P	43	P	10.5	P	6.7	P	1	P
USGS	03401385	2014-03-13 04:00	EDT	7.9	P	0.52	P	43	P	10.5	P	6.7	P	1	P
USGS	03401385	2014-03-13 04:15	EDT	7.9	P	0.52	P	43	P	10.6	P	6.7	P	1.1	P
USGS	03401385	2014-03-13 04:30	EDT	7.8	P	0.53	P	43	P	10.5	P	6.7	P	1.0	P
USGS	03401385	2014-03-13 04:45	EDT	7.8	P	0.53	P	43	P	10.6	P	6.7	P	1.0	P
USGS	03401385	2014-03-13 05:00	EDT	7.7	P	0.53	P	43	P	10.6	P	6.7	P	1.1	P
USGS	03401385	2014-03-13 05:15	EDT	7.7	P	0.53	P	43	P	10.6	P	6.7	P	1.0	P
USGS	03401385	2014-03-13 05:30	EDT	7.6	P	0.53	P	43	P	10.6	P	6.7	P	1	P
USGS	03401385	2014-03-13 05:45	EDT	7.6	P	0.53	P	43	P	10.6	P	6.7	P	0.9	P
USGS	03401385	2014-03-13 06:00	EDT	7.5	P	0.53	P	43	P	10.6	P	6.7	P	0.9	P
USGS	03401385	2014-03-13 06:15	EDT	7.4	P	0.53	P	43	P	10.6	P	6.7	P	0.9	P
USGS	03401385	2014-03-13 06:30	EDT	7.4	P	0.53	P	43	P	10.6	P	6.7	P	1	P
USGS	03401385	2014-03-13 06:45	EDT	7.3	P	0.53	P	44	P	10.6	P	6.7	P	1	P
USGS	03401385	2014-03-13 07:00	EDT	7.2	P	0.52	P	44	P	10.7	P	6.7	P	1.1	P
USGS	03401385	2014-03-13 07:15	EDT	7.1	P	0.52	P	44	P	10.7	P	6.7	P	1.0	P
USGS	03401385	2014-03-13 07:30	EDT	7.0	P	0.52	P	44	P	10.7	P	6.7	P	1	P
USGS	03401385	2014-03-13 07:45	EDT	7.0	P	0.52	P	44	P	10.7	P	6.7	P	1	P
USGS	03401385	2014-03-13 08:00	EDT	6.9	P	0.52	P	44	P	10.8	P	6.7	P	1	P
USGS	03401385	2014-03-13 08:15	EDT	6.8	P	0.52	P	44	P	10.8	P	6.7	P	1.0	P
USGS	03401385	2014-03-13 08:30	EDT	6.8	P	0.52	P	44	P	10.8	P	6.7	P	1.0	P
USGS	03401385	2014-03-13 08:45	EDT	6.7	P	0.51	P	44	P	10.8	P	6.7	P	1.0	P
USGS	03401385	2014-03-13 09:00	EDT	6.6	P	0.52	P	44	P	10.9	P	6.7	P	1.0	P
USGS	03401385	2014-03-13 09:15	EDT	6.5	P	0.51	P	44	P	10.9	P	6.7	P	1.0	P
USGS	03401385	2014-03-13 09:30	EDT	6.5	P	0.51	P	44	P	10.9	P	6.7	P	1.0	P
USGS	03401385	2014-03-13 09:45	EDT	6.4	P	0.51	P	44	P	11.0	P	6.7	P	1.0	P
USGS	03401385	2014-03-13 10:00	EDT	6.3	P	0.52	P	44	P	11.0	P	6.7	P	1	P
USGS	03401385	2014-03-13 10:15	EDT	6.3	P	0.52	P	44	P	11.1	P	6.7	P	1	P
USGS	03401385	2014-03-13 10:30	EDT	6.3	P	0.52	P	44	P	11.2	P	6.7	P	0.9	P
USGS	03401385	2014-03-13 10:45	EDT	6.4	P	0.52	P	44	P	11.2	P	6.7	P	1	P
USGS	03401385	2014-03-13 11:00	EDT	6.5	P	0.52	P	44	P	11.3	P	6.7	P	0.9	P
USGS	03401385	2014-03-13 11:15	EDT	6.6	P	0.52	P	44	P	11.3	P	6.7	P	0.9	P
USGS	03401385	2014-03-13 11:30	EDT	6.8	P	0.52	P	44	P	11.4	P	6.8	P	0.9	P
USGS	03401385	2014-03-13 11:45	EDT	6.9	P	0.52	P	44	P	11.4	P	6.8	P	0.9	P
USGS	03401385	2014-03-13 12:00	EDT	7.0	P	0.52	P	44	P	11.4	P	6.8	P	0.9	P
USGS	03401385	2014-03-13 12:15	EDT	7.2	P	0.52	P	44	P	11.4	P	6.8	P	0.9	P
USGS	03401385	2014-03-13 12:30	EDT	7.3	P	0.52	P	44	P	11.4	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 12:45	EDT	7.5	P	0.52	P	44	P	11.4	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 13:00	EDT	7.7	P	0.52	P	44	P	11.5	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 13:15	EDT	7.8	P	0.52	P	44	P	11.5	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 13:30	EDT	7.9	P	0.51	P	44	P	11.5	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 13:45	EDT	8.0	P	0.51	P	44	P	11.5	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 14:00	EDT	8.0	P	0.51	P	44	P	11.5	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 14:15	EDT	8.2	P	0.52	P	44	P	11.5	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 14:30	EDT	8.3	P	0.52	P	44	P	11.5	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 14:45	EDT	8.4	P	0.52	P	44	P	11.5	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 15:00	EDT	8.5	P	0.52	P	44	P	11.5	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 15:15	EDT	8.6	P	0.51	P	43	P	11.5	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 15:30	EDT	8.7	P	0.51	P	43	P	11.5	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 15:45	EDT	8.8	P	0.51	P	43	P	11.5	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 16:00	EDT	8.8	P	0.51	P	43	P	11.5	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 16:15	EDT	8.8	P	0.51	P	43	P	11.5	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 16:30	EDT	8.8	P	0.51	P	43	P	11.4	P	6.8	P	0.9	P
USGS	03401385	2014-03-13 16:45	EDT	8.8	P	0.51	P	43	P	11.4	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 17:00	EDT	8.8	P	0.51	P	43	P	11.4	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 17:15	EDT	8.8	P	0.51	P	43	P	11.4	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 17:30	EDT	8.8	P	0.51	P	44	P	11.4	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 17:45	EDT	8.8	P	0.51	P	44	P	11.4	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 18:00	EDT	8.8	P	0.51	P	44	P	11.3	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 18:15	EDT	8.7	P	0.51	P	44	P	11.3	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 18:30	EDT	8.7	P	0.51	P	44	P	11.3	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 18:45	EDT	8.7	P	0.51	P	44	P	11.3	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 19:00	EDT	8.6	P	0.51	P	44	P	11.3	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 19:15	EDT	8.6	P	0.51	P	44	P	11.2	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 19:30	EDT	8.6	P	0.51	P	44	P	11.2	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 19:45	EDT	8.6	P	0.50	P	44	P	11.2	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 20:00	EDT	8.5	P	0.50	P	44	P	11.2	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 20:15	EDT	8.5	P	0.50	P	44	P	11.1	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 20:30	EDT	8.4	P	0.50	P	44	P	11.1	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 20:45	EDT	8.3	P	0.50	P	44	P	11.1	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 21:00	EDT	8.3	P	0.50	P	44	P	11.1	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 21:15	EDT	8.2	P	0.50	P	44	P	11.1	P	6.8	P	0.9	P
USGS	03401385	2014-03-13 21:30	EDT	8.1	P	0.50	P	44	P	11.1	P	6.8	P	0.9	P
USGS	03401385	2014-03-13 21:45	EDT	8.0	P	0.50	P	44	P	11.1	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 22:00	EDT	7.9	P	0.50	P	44	P	11.1	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 22:15	EDT	7.8	P	0.50	P	44	P	11.1	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 22:30	EDT	7.8	P	0.50	P	44	P	11.1	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 22:45	EDT	7.7	P	0.50	P	44	P	11.1	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 23:00	EDT	7.6	P	0.51	P	44	P	11.1	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 23:15	EDT	7.5	P	0.51	P	44	P	11.1	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 23:30	EDT	7.5	P	0.52	P	44	P	11.1	P	6.8	P	0.8	P
USGS	03401385	2014-03-13 23:45	EDT	7.4	P	0.52	P	44	P	11.1	P	6.8	P	0.8	P
USGS	03401385	2014-03-14 00:00	EDT	7.4	P	0.52	P	44	P	11.1	P	6.8	P	0.8	P
USGS	03401385	2014-03-14 00:15	EDT	7.3	P	0.52	P	44	P	11.1	P	6.8	P	0.8	P
USGS	03401385	2014-03-14 00:30	EDT	7.2	P	0.51	P	44	P	11.1	P	6.8	P	0.8	P
USGS	03401385	2014-03-14 00:45	EDT	7.2	P	0.51	P	44	P	11.1	P	6.8	P	0.8	P
USGS	03401385	2014-03-14 01:00	EDT	7.1	P	0.51	P	44	P	11.1	P	6.8	P	0.9	P
USGS	03401385	2014-03-14 01:15	EDT	7.1	P	0.50	P	44	P	11.1	P	6.8	P	0.9	P
USGS	03401385	2014-03-14 01:30	EDT	7.0	P	0.50	P	44	P	11.1	P	6.8	P	0.8	P
USGS	03401385	2014-03-14 01:45	EDT	6.9	P	0.49	P	44	P	11.1	P	6.8	P	0.8	P
USGS	03401385	2014-03-14 02:00	EDT	6.9	P	0.49	P	44	P	11.1	P	6.8	P	0.8	P
USGS	03401385	2014-03-14 02:15	EDT	6.8	P	0.49	P	44	P	11.1	P	6.8	P	0.8	P
USGS	03401385	2014-03-14 02:30	EDT	6.8	P	0.49	P	44	P	11.1	P	6.8	P	0.8	P
USGS	03401385	2014-03-14 02:45	EDT	6.7	P	0.49	P	44	P	11.2	P	6.7	P	0.8	P
USGS	03401385	2014-03-14 03:00	EDT	6.6	P	0.50	P	44	P	11.2	P	6.8	P	0.8	P
USGS	03401385	2014-03-14 03:15	EDT	6.6	P	0.50	P	44	P	11.2	P	6.8	P	0.8	P
USGS	03401385	2014-03-14 03:30	EDT	6.6	P	0.51	P	44	P	11.2	P	6.8	P	0.8	P
USGS	03401385	2014-03-14 03:45	EDT	6.6	P	0.51	P	44	P	11.2	P	6.8	P	0.9	P
USGS	03401385	2014-03-14 04:00	EDT	6.5	P	0.51	P	44	P	11.2	P	6.8	P	1	P
USGS	03401385	2014-03-14 04:15	EDT	6.5	P	0.51	P	44	P	11.2	P	6.7	P	0.9	P
USGS	03401385	2014-03-14 04:30	EDT	6.4	P	0.50	P	44	P	11.2	P	6.7	P	1.0	P
USGS	03401385	2014-03-14 04:45	EDT	6.3	P	0.50	P	44	P	11.2	P	6.7	P	1.0	P
USGS	03401385	2014-03-14 05:00	EDT	6.3	P	0.49	P	44	P	11.2	P	6.7	P	1.1	P
USGS	03401385	2014-03-14 05:15	EDT	6.2	P	0.49	P	44	P	11.2	P	6.7	P	1.1	P
USGS	03401385	2014-03-14 05:30	EDT	6.2	P	0.49	P	44	P	11.2	P	6.7	P	1.1	P
USGS	03401385	2014-03-14 05:45	EDT	6.1	P	0.48	P	44	P	11.3	P	6.7	P	1.1	P
USGS	03401385	2014-03-14 06:00	EDT	6.1	P	0.48	P	44	P	11.3	P	6.7	P	1.1	P
USGS	03401385	2014-03-14 06:15	EDT	6.0	P	0.48	P	44	P	11.3	P	6.7	P	1.1	P
USGS	03401385	2014-03-14 06:30	EDT	6.0	P	0.48	P	44	P	11.3	P	6.7	P	1.0	P
USGS	03401385	2014-03-14 06:45	EDT	6.0	P	0.48	P	44	P	11.3	P	6.7	P	1.0	P
USGS	03401385	2014-03-14 07:00	EDT	5.9	P	0.48	P	44	P	11.3	P	6.7	P	1.0	P
USGS	03401385	2014-03-14 07:15	EDT	5.9	P	0.48	P	44	P	11.3	P	6.7	P	1.0	P
USGS	03401385	2014-03-14 07:30	EDT	5.8	P	0.49	P	44	P	11.3	P	6.7	P	1.0	P
USGS	03401385	2014-03-14 07:45	EDT	5.8	P	0.49	P	44	P	11.3	P	6.7	P	1.0	P
USGS	03401385	2014-03-14 08:00	EDT	5.8	P	0.49	P	44	P	11.3	P	6.7	P	1	P
USGS	03401385	2014-03-14 08:15	EDT	5.8	P	0.49	P	44	P	11.4	P	6.7	P	1.0	P
USGS	03401385	2014-03-14 08:30	EDT	5.7	P	0.49	P	44	P	11.4	P	6.7	P	1	P
USGS	03401385	2014-03-14 08:45	EDT	5.7	P	0.49	P	44	P	11.4	P	6.7	P	1	P
USGS	03401385	2014-03-14 09:00	EDT	5.7	P	0.49	P	44	P	11.4	P	6.7	P	1	P
USGS	03401385	2014-03-14 09:15	EDT	5.7	P	0.49	P	44	P	11.5	P	6.7	P	1.0	P
USGS	03401385	2014-03-14 09:30	EDT	5.7	P	0.49	P	44	P	11.5	P	6.8	P	1	P
USGS	03401385	2014-03-14 09:45	EDT	5.7	P	0.49	P	44	P	11.5	P	6.8	P	1	P
USGS	03401385	2014-03-14 10:00	EDT	5.7	P	0.49	P	44	P	11.6	P	6.8	P	0.9	P
USGS	03401385	2014-03-14 10:15	EDT	5.7	P	0.49	P	44	P	11.6	P	6.8	P	1	P
