# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/ky/nwis/help/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2013-07-12 09:48:06 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03298500 SALT RIVER AT SHEPHERDSVILLE, KY
# -----------------------------------------------------------------------------------
#
# Data provided for site 03298500
#    DD parameter   Description
#    02   00065     Gage height, feet
#    05   00060     Discharge, cubic feet per second
#    10   70969     DCP battery voltage, volts
#    19   00045     Precipitation, total, inches
#
# Data-value qualification codes included in this output: 
#     P  Provisional data subject to revision.  
#     s  Value is from a DCP.  
#     ~  Value is a system interpolated value.  
# 
agency_cd	site_no	datetime	tz_cd	02_00065	02_00065_cd	05_00060	05_00060_cd	10_70969	10_70969_cd	19_00045	19_00045_cd
USGS	03298500	2013-06-01 08:00	EDT	1.58	P	264	P	12.7	P:s	0.00	P
USGS	03298500	2013-06-01 08:15	EDT	1.59	P	268	P			0.00	P
USGS	03298500	2013-06-01 08:30	EDT	1.54	P	245	P			0.00	P
USGS	03298500	2013-06-01 08:45	EDT	1.59	P	268	P			0.00	P
USGS	03298500	2013-06-01 09:00	EDT	1.60	P	273	P	13.4	P:s	0.00	P
USGS	03298500	2013-06-01 09:15	EDT	1.59	P	268	P			0.00	P
USGS	03298500	2013-06-01 09:30	EDT	1.62	P	282	P			0.00	P
USGS	03298500	2013-06-01 09:45	EDT	1.60	P	273	P			0.00	P
USGS	03298500	2013-06-01 10:00	EDT	1.62	P	282	P	13.6	P:s	0.00	P
USGS	03298500	2013-06-01 10:15	EDT	1.60	P	273	P			0.00	P
USGS	03298500	2013-06-01 10:30	EDT	1.61	P	278	P			0.00	P
USGS	03298500	2013-06-01 10:45	EDT	1.57	P	259	P			0.00	P
USGS	03298500	2013-06-01 11:00	EDT	1.62	P	282	P	13.9	P:s	0.00	P
USGS	03298500	2013-06-01 11:15	EDT	1.61	P	278	P			0.00	P
USGS	03298500	2013-06-01 11:30	EDT	1.56	P	254	P			0.00	P
USGS	03298500	2013-06-01 11:45	EDT	1.63	P	287	P			0.00	P
USGS	03298500	2013-06-01 12:00	EDT	1.63	P	287	P	13.9	P:s	0.00	P
USGS	03298500	2013-06-01 12:15	EDT	1.62	P	282	P			0.00	P
USGS	03298500	2013-06-01 12:30	EDT	1.61	P	278	P			0.00	P
USGS	03298500	2013-06-01 12:45	EDT	1.63	P	287	P			0.00	P
USGS	03298500	2013-06-01 13:00	EDT	1.61	P	278	P	13.9	P:s	0.00	P
USGS	03298500	2013-06-01 13:15	EDT	1.57	P	259	P			0.00	P
USGS	03298500	2013-06-01 13:30	EDT	1.63	P	287	P			0.00	P
USGS	03298500	2013-06-01 13:45	EDT	1.62	P	282	P			0.00	P
USGS	03298500	2013-06-01 14:00	EDT	1.64	P	292	P	13.9	P:s	0.00	P
USGS	03298500	2013-06-01 14:15	EDT	1.65	P	297	P			0.00	P
USGS	03298500	2013-06-01 14:30	EDT	1.64	P	292	P			0.00	P
USGS	03298500	2013-06-01 14:45	EDT	1.64	P	292	P			0.00	P
USGS	03298500	2013-06-01 15:00	EDT	1.65	P	297	P	13.9	P:s	0.00	P
USGS	03298500	2013-06-01 15:15	EDT	1.64	P	292	P			0.00	P
USGS	03298500	2013-06-01 15:30	EDT	1.63	P	287	P			0.00	P
USGS	03298500	2013-06-01 15:45	EDT	1.66	P	302	P			0.00	P
USGS	03298500	2013-06-01 16:00	EDT	1.60	P	273	P	13.9	P:s	0.00	P
USGS	03298500	2013-06-01 16:15	EDT	1.66	P	302	P			0.00	P
USGS	03298500	2013-06-01 16:30	EDT	1.65	P	297	P			0.00	P
USGS	03298500	2013-06-01 16:45	EDT	1.66	P	302	P			0.00	P
USGS	03298500	2013-06-01 17:00	EDT	1.66	P	302	P	13.6	P:s	0.00	P
USGS	03298500	2013-06-01 17:15	EDT	1.68	P	312	P			0.00	P
USGS	03298500	2013-06-01 17:30	EDT	1.67	P	307	P			0.00	P
USGS	03298500	2013-06-01 17:45	EDT	1.68	P	312	P			0.00	P
USGS	03298500	2013-06-01 18:00	EDT	1.67	P	307	P	13.9	P:s	0.00	P
USGS	03298500	2013-06-01 18:15	EDT	1.68	P	312	P			0.00	P
USGS	03298500	2013-06-01 18:30	EDT	1.64	P	292	P			0.00	P
USGS	03298500	2013-06-01 18:45	EDT	1.66	P	302	P			0.00	P
USGS	03298500	2013-06-01 19:00	EDT	1.71	P	328	P	13.6	P:s	0.00	P
USGS	03298500	2013-06-01 19:15	EDT	1.65	P	297	P			0.00	P
USGS	03298500	2013-06-01 19:30	EDT	1.69	P	318	P			0.00	P
USGS	03298500	2013-06-01 19:45	EDT	1.69	P	318	P			0.00	P
USGS	03298500	2013-06-01 20:00	EDT	1.70	P	323	P	13.6	P:s	0.00	P
USGS	03298500	2013-06-01 20:15	EDT	1.70	P	323	P			0.00	P
USGS	03298500	2013-06-01 20:30	EDT	1.70	P	323	P			0.00	P
USGS	03298500	2013-06-01 20:45	EDT	1.70	P	323	P			0.00	P
USGS	03298500	2013-06-01 21:00	EDT	1.71	P	328	P	13.4	P:s	0.00	P
USGS	03298500	2013-06-01 21:15	EDT	1.66	P	302	P			0.00	P
USGS	03298500	2013-06-01 21:30	EDT	1.71	P	328	P			0.00	P
USGS	03298500	2013-06-01 21:45	EDT	1.71	P	328	P			0.00	P
USGS	03298500	2013-06-01 22:00	EDT	1.71	P	328	P	12.7	P:s	0.00	P
USGS	03298500	2013-06-01 22:15	EDT	1.71	P	328	P			0.00	P
USGS	03298500	2013-06-01 22:30	EDT	1.70	P	323	P			0.00	P
USGS	03298500	2013-06-01 22:45	EDT	1.71	P	328	P			0.00	P
USGS	03298500	2013-06-01 23:00	EDT	1.71	P	328	P	12.7	P:s	0.00	P
USGS	03298500	2013-06-01 23:15	EDT	1.71	P	328	P			0.00	P
USGS	03298500	2013-06-01 23:30	EDT	1.72	P	333	P			0.00	P
USGS	03298500	2013-06-01 23:45	EDT	1.72	P	333	P			0.00	P
USGS	03298500	2013-06-02 00:00	EDT	1.71	P	328	P	12.7	P:s	0.00	P
USGS	03298500	2013-06-02 00:15	EDT	1.71	P	328	P			0.00	P
USGS	03298500	2013-06-02 00:30	EDT	1.71	P	328	P			0.00	P
USGS	03298500	2013-06-02 00:45	EDT	1.70	P	323	P			0.00	P
USGS	03298500	2013-06-02 01:00	EDT	1.69	P	318	P	12.7	P:s	0.00	P
USGS	03298500	2013-06-02 01:15	EDT	1.72	P	333	P			0.00	P
USGS	03298500	2013-06-02 01:30	EDT	1.71	P	328	P			0.00	P
USGS	03298500	2013-06-02 01:45	EDT	1.70	P	323	P			0.00	P
USGS	03298500	2013-06-02 02:00	EDT	1.70	P	323	P	12.7	P:s	0.00	P
USGS	03298500	2013-06-02 02:15	EDT	1.67	P	307	P			0.00	P
USGS	03298500	2013-06-02 02:30	EDT	1.70	P	323	P			0.00	P
USGS	03298500	2013-06-02 02:45	EDT	1.70	P	323	P			0.00	P
USGS	03298500	2013-06-02 03:00	EDT	1.69	P	318	P	12.7	P:s	0.00	P
USGS	03298500	2013-06-02 03:15	EDT	1.64	P	292	P			0.00	P
USGS	03298500	2013-06-02 03:30	EDT	1.70	P	323	P			0.00	P
USGS	03298500	2013-06-02 03:45	EDT	1.67	P	307	P			0.00	P
USGS	03298500	2013-06-02 04:00	EDT	1.69	P	318	P	12.7	P:s	0.00	P
USGS	03298500	2013-06-02 04:15	EDT	1.69	P	318	P			0.00	P
USGS	03298500	2013-06-02 04:30	EDT	1.69	P	318	P			0.00	P
USGS	03298500	2013-06-02 04:45	EDT	1.65	P	297	P			0.00	P
USGS	03298500	2013-06-02 05:00	EDT	1.69	P	318	P	12.7	P:s	0.00	P
USGS	03298500	2013-06-02 05:15	EDT	1.66	P	302	P			0.00	P
USGS	03298500	2013-06-02 05:30	EDT	1.68	P	312	P			0.00	P
USGS	03298500	2013-06-02 05:45	EDT	1.69	P	318	P			0.00	P
USGS	03298500	2013-06-02 06:00	EDT	1.66	P	302	P	12.7	P:s	0.00	P
USGS	03298500	2013-06-02 06:15	EDT	1.69	P	318	P			0.00	P
USGS	03298500	2013-06-02 06:30	EDT	1.69	P	318	P			0.00	P
USGS	03298500	2013-06-02 06:45	EDT	1.69	P	318	P			0.00	P
USGS	03298500	2013-06-02 07:00	EDT	1.69	P	318	P	12.7	P:s	0.00	P
USGS	03298500	2013-06-02 07:15	EDT	1.71	P	328	P			0.00	P
USGS	03298500	2013-06-02 07:30	EDT	1.64	P	292	P			0.00	P
USGS	03298500	2013-06-02 07:45	EDT	1.70	P	323	P			0.00	P
USGS	03298500	2013-06-02 08:00	EDT	1.71	P	328	P	12.9	P:s	0.00	P
USGS	03298500	2013-06-02 08:15	EDT	1.71	P	328	P			0.00	P
USGS	03298500	2013-06-02 08:30	EDT	1.71	P	328	P			0.00	P
USGS	03298500	2013-06-02 08:45	EDT	1.68	P	312	P			0.00	P
USGS	03298500	2013-06-02 09:00	EDT	1.70	P	323	P	13.4	P:s	0.00	P
USGS	03298500	2013-06-02 09:15	EDT	1.72	P	333	P			0.00	P
USGS	03298500	2013-06-02 09:30	EDT	1.74	P	342	P			0.00	P
USGS	03298500	2013-06-02 09:45	EDT	1.73	P	337	P			0.00	P
USGS	03298500	2013-06-02 10:00	EDT	1.74	P	342	P	13.9	P:s	0.00	P
USGS	03298500	2013-06-02 10:15	EDT	1.69	P	318	P			0.00	P
USGS	03298500	2013-06-02 10:30	EDT	1.72	P	333	P			0.00	P
USGS	03298500	2013-06-02 10:45	EDT	1.72	P	333	P			0.00	P
USGS	03298500	2013-06-02 11:00	EDT	1.76	P	353	P	13.9	P:s	0.00	P
USGS	03298500	2013-06-02 11:15	EDT	1.76	P	353	P			0.00	P
USGS	03298500	2013-06-02 11:30	EDT	1.77	P	358	P			0.00	P
USGS	03298500	2013-06-02 11:45	EDT	1.75	P	347	P			0.00	P
USGS	03298500	2013-06-02 12:00	EDT	1.78	P	363	P	13.9	P:s	0.00	P
USGS	03298500	2013-06-02 12:15	EDT	1.78	P	363	P			0.00	P
USGS	03298500	2013-06-02 12:30	EDT	1.77	P	358	P			0.00	P
USGS	03298500	2013-06-02 12:45	EDT	1.78	P	363	P			0.00	P
USGS	03298500	2013-06-02 13:00	EDT	1.77	P	358	P	13.9	P:s	0.00	P
USGS	03298500	2013-06-02 13:15	EDT	1.78	P	363	P			0.00	P
USGS	03298500	2013-06-02 13:30	EDT	1.78	P	363	P			0.00	P
USGS	03298500	2013-06-02 13:45	EDT	1.78	P	363	P			0.00	P
USGS	03298500	2013-06-02 14:00	EDT	1.79	P	368	P	13.9	P:s	0.00	P
USGS	03298500	2013-06-02 14:15	EDT	1.78	P	363	P			0.00	P
USGS	03298500	2013-06-02 14:30	EDT	1.78	P	363	P			0.00	P
USGS	03298500	2013-06-02 14:45	EDT	1.77	P	358	P			0.00	P
USGS	03298500	2013-06-02 15:00	EDT	1.73	P	337	P	14.3	P:s	0.00	P
USGS	03298500	2013-06-02 15:15	EDT	1.78	P	363	P			0.00	P
USGS	03298500	2013-06-02 15:30	EDT	1.78	P	363	P			0.00	P
USGS	03298500	2013-06-02 15:45	EDT	1.77	P	358	P			0.00	P
USGS	03298500	2013-06-02 16:00	EDT	1.77	P	358	P	13.9	P:s	0.00	P
USGS	03298500	2013-06-02 16:15	EDT	1.72	P	333	P			0.00	P
USGS	03298500	2013-06-02 16:30	EDT	1.78	P	363	P			0.00	P
USGS	03298500	2013-06-02 16:45	EDT	1.77	P	358	P			0.00	P
USGS	03298500	2013-06-02 17:00	EDT	1.78	P	363	P	13.9	P:s	0.00	P
USGS	03298500	2013-06-02 17:15	EDT	1.76	P	353	P			0.00	P
USGS	03298500	2013-06-02 17:30	EDT	1.72	P	333	P			0.00	P
USGS	03298500	2013-06-02 17:45	EDT	1.78	P	363	P			0.00	P
USGS	03298500	2013-06-02 18:00	EDT	1.76	P	353	P	13.9	P:s	0.00	P
USGS	03298500	2013-06-02 18:15	EDT	1.72	P	333	P			0.00	P
USGS	03298500	2013-06-02 18:30	EDT	1.72	P	333	P			0.00	P
USGS	03298500	2013-06-02 18:45	EDT	1.77	P	358	P			0.00	P
USGS	03298500	2013-06-02 19:00	EDT	1.78	P	363	P	13.6	P:s	0.00	P
USGS	03298500	2013-06-02 19:15	EDT	1.77	P	358	P			0.00	P
USGS	03298500	2013-06-02 19:30	EDT	1.77	P	358	P			0.00	P
USGS	03298500	2013-06-02 19:45	EDT	1.71	P	328	P			0.00	P
USGS	03298500	2013-06-02 20:00	EDT	1.77	P	358	P	13.6	P:s	0.00	P
USGS	03298500	2013-06-02 20:15	EDT	1.76	P	353	P			0.00	P
USGS	03298500	2013-06-02 20:30	EDT	1.76	P	353	P			0.00	P
USGS	03298500	2013-06-02 20:45	EDT	1.77	P	358	P			0.00	P
USGS	03298500	2013-06-02 21:00	EDT	1.76	P	353	P	13.4	P:s	0.00	P
USGS	03298500	2013-06-02 21:15	EDT	1.75	P	347	P			0.00	P
USGS	03298500	2013-06-02 21:30	EDT	1.75	P	347	P			0.00	P
USGS	03298500	2013-06-02 21:45	EDT	1.75	P	347	P			0.00	P
USGS	03298500	2013-06-02 22:00	EDT	1.69	P	318	P	12.9	P:s	0.00	P
USGS	03298500	2013-06-02 22:15	EDT	1.75	P	347	P			0.00	P
USGS	03298500	2013-06-02 22:30	EDT	1.76	P	353	P			0.00	P
USGS	03298500	2013-06-02 22:45	EDT	1.71	P	328	P			0.00	P
USGS	03298500	2013-06-02 23:00	EDT	1.70	P	323	P	12.7	P:s	0.00	P
USGS	03298500	2013-06-02 23:15	EDT	1.74	P	342	P			0.00	P
USGS	03298500	2013-06-02 23:30	EDT	1.73	P	337	P			0.00	P
USGS	03298500	2013-06-02 23:45	EDT	1.74	P	342	P			0.00	P
USGS	03298500	2013-06-03 00:00	EDT	1.74	P	342	P	12.7	P:s	0.00	P
USGS	03298500	2013-06-03 00:15	EDT	1.74	P	342	P			0.00	P
USGS	03298500	2013-06-03 00:30	EDT	1.74	P	342	P			0.00	P
USGS	03298500	2013-06-03 00:45	EDT	1.74	P	342	P			0.00	P
USGS	03298500	2013-06-03 01:00	EDT	1.75	P	347	P	12.7	P:s	0.00	P
USGS	03298500	2013-06-03 01:15	EDT	1.70	P	323	P			0.00	P
USGS	03298500	2013-06-03 01:30	EDT	1.74	P	342	P			0.00	P
USGS	03298500	2013-06-03 01:45	EDT	1.71	P	328	P			0.00	P
USGS	03298500	2013-06-03 02:00	EDT	1.73	P	337	P	12.7	P:s	0.00	P
USGS	03298500	2013-06-03 02:15	EDT	1.75	P	347	P			0.00	P
USGS	03298500	2013-06-03 02:30	EDT	1.75	P	347	P			0.00	P
USGS	03298500	2013-06-03 02:45	EDT	1.74	P	342	P			0.00	P
USGS	03298500	2013-06-03 03:00	EDT	1.73	P	337	P	12.7	P:s	0.00	P
USGS	03298500	2013-06-03 03:15	EDT	1.74	P	342	P			0.00	P
USGS	03298500	2013-06-03 03:30	EDT	1.74	P	342	P			0.00	P
USGS	03298500	2013-06-03 03:45	EDT	1.68	P	312	P			0.00	P
USGS	03298500	2013-06-03 04:00	EDT	1.68	P	312	P	12.7	P:s	0.00	P
USGS	03298500	2013-06-03 04:15	EDT	1.73	P	337	P			0.00	P
USGS	03298500	2013-06-03 04:30	EDT	1.73	P	337	P			0.00	P
USGS	03298500	2013-06-03 04:45	EDT	1.74	P	342	P			0.00	P
USGS	03298500	2013-06-03 05:00	EDT	1.72	P	333	P	12.7	P:s	0.00	P
USGS	03298500	2013-06-03 05:15	EDT	1.75	P	347	P			0.00	P
USGS	03298500	2013-06-03 05:30	EDT	1.74	P	342	P			0.00	P
USGS	03298500	2013-06-03 05:45	EDT	1.74	P	342	P			0.00	P
USGS	03298500	2013-06-03 06:00	EDT	1.73	P	337	P	12.7	P:s	0.00	P
USGS	03298500	2013-06-03 06:15	EDT	1.72	P	333	P			0.00	P
USGS	03298500	2013-06-03 06:30	EDT	1.66	P	302	P			0.00	P
USGS	03298500	2013-06-03 06:45	EDT	1.71	P	328	P			0.00	P
USGS	03298500	2013-06-03 07:00	EDT	1.66	P	302	P	12.7	P:s	0.00	P
USGS	03298500	2013-06-03 07:15	EDT	1.74	P	342	P			0.00	P
USGS	03298500	2013-06-03 07:30	EDT	1.74	P	342	P			0.00	P
USGS	03298500	2013-06-03 07:45	EDT	1.72	P	333	P			0.00	P
USGS	03298500	2013-06-03 08:00	EDT	1.72	P	333	P	13.2	P:s	0.00	P
USGS	03298500	2013-06-03 08:15	EDT	1.67	P	307	P			0.00	P
USGS	03298500	2013-06-03 08:30	EDT	1.73	P	337	P			0.00	P
USGS	03298500	2013-06-03 08:45	EDT	1.66	P	302	P			0.00	P
USGS	03298500	2013-06-03 09:00	EDT	1.67	P	307	P	13.6	P:s	0.00	P
USGS	03298500	2013-06-03 09:15	EDT	1.69	P	318	P			0.00	P
USGS	03298500	2013-06-03 09:30	EDT	1.70	P	323	P			0.00	P
USGS	03298500	2013-06-03 09:45	EDT	1.71	P	328	P			0.00	P
USGS	03298500	2013-06-03 10:00	EDT	1.71	P	328	P	13.9	P:s	0.00	P
USGS	03298500	2013-06-03 10:15	EDT	1.71	P	328	P			0.00	P
USGS	03298500	2013-06-03 10:30	EDT	1.70	P	323	P			0.00	P
USGS	03298500	2013-06-03 10:45	EDT	1.70	P	323	P			0.00	P
USGS	03298500	2013-06-03 11:00	EDT	1.70	P	323	P	13.9	P:s	0.00	P
USGS	03298500	2013-06-03 11:15	EDT	1.70	P	323	P			0.00	P
USGS	03298500	2013-06-03 11:30	EDT	1.70	P	323	P			0.00	P
USGS	03298500	2013-06-03 11:45	EDT	1.71	P	328	P			0.00	P
USGS	03298500	2013-06-03 12:00	EDT	1.70	P	323	P	13.9	P:s	0.00	P
USGS	03298500	2013-06-03 12:15	EDT	1.70	P	323	P			0.00	P
USGS	03298500	2013-06-03 12:30	EDT	1.71	P	328	P			0.00	P
USGS	03298500	2013-06-03 12:45	EDT	1.70	P	323	P			0.00	P
USGS	03298500	2013-06-03 13:00	EDT	1.70	P	323	P	14.1	P:s	0.00	P
USGS	03298500	2013-06-03 13:15	EDT	1.64	P	292	P			0.00	P
USGS	03298500	2013-06-03 13:30	EDT	1.69	P	318	P			0.00	P
USGS	03298500	2013-06-03 13:45	EDT	1.65	P	297	P			0.00	P
USGS	03298500	2013-06-03 14:00	EDT	1.69	P	318	P	13.9	P:s	0.00	P
USGS	03298500	2013-06-03 14:15	EDT	1.69	P	318	P			0.00	P
USGS	03298500	2013-06-03 14:30	EDT	1.69	P	318	P			0.00	P
USGS	03298500	2013-06-03 14:45	EDT	1.63	P	287	P			0.00	P
USGS	03298500	2013-06-03 15:00	EDT	1.69	P	318	P	13.9	P:s	0.00	P
USGS	03298500	2013-06-03 15:15	EDT	1.68	P	312	P			0.00	P
USGS	03298500	2013-06-03 15:30	EDT	1.68	P	312	P			0.00	P
USGS	03298500	2013-06-03 15:45	EDT	1.68	P	312	P			0.00	P
USGS	03298500	2013-06-03 16:00	EDT	1.69	P	318	P	13.9	P:s	0.00	P
USGS	03298500	2013-06-03 16:15	EDT	1.68	P	312	P			0.00	P
USGS	03298500	2013-06-03 16:30	EDT	1.68	P	312	P			0.00	P
USGS	03298500	2013-06-03 16:45	EDT	1.65	P	297	P			0.00	P
USGS	03298500	2013-06-03 17:00	EDT	1.67	P	307	P	13.9	P:s	0.00	P
USGS	03298500	2013-06-03 17:15	EDT	1.67	P	307	P			0.00	P
USGS	03298500	2013-06-03 17:30	EDT	1.68	P	312	P			0.00	P
USGS	03298500	2013-06-03 17:45	EDT	1.67	P	307	P			0.00	P
USGS	03298500	2013-06-03 18:00	EDT	1.69	P	318	P	14.1	P:s	0.00	P
USGS	03298500	2013-06-03 18:15	EDT	1.67	P	307	P			0.00	P
USGS	03298500	2013-06-03 18:30	EDT	1.67	P	307	P			0.00	P
USGS	03298500	2013-06-03 18:45	EDT	1.62	P	282	P			0.00	P
USGS	03298500	2013-06-03 19:00	EDT	1.68	P	312	P	13.6	P:s	0.00	P
USGS	03298500	2013-06-03 19:15	EDT	1.66	P	302	P			0.00	P
USGS	03298500	2013-06-03 19:30	EDT	1.66	P	302	P			0.00	P
USGS	03298500	2013-06-03 19:45	EDT	1.66	P	302	P			0.00	P
USGS	03298500	2013-06-03 20:00	EDT	1.61	P	278	P	13.9	P:s	0.00	P
USGS	03298500	2013-06-03 20:15	EDT	1.64	P	292	P			0.00	P
USGS	03298500	2013-06-03 20:30	EDT	1.66	P	302	P			0.00	P
USGS	03298500	2013-06-03 20:45	EDT	1.67	P	307	P			0.00	P
USGS	03298500	2013-06-03 21:00	EDT	1.61	P	278	P	13.6	P:s	0.00	P
USGS	03298500	2013-06-03 21:15	EDT	1.63	P	287	P			0.00	P
USGS	03298500	2013-06-03 21:30	EDT	1.62	P	282	P			0.00	P
USGS	03298500	2013-06-03 21:45	EDT	1.67	P	307	P			0.00	P
USGS	03298500	2013-06-03 22:00	EDT	1.65	P	297	P	12.9	P:s	0.00	P
USGS	03298500	2013-06-03 22:15	EDT	1.67	P	307	P			0.00	P
USGS	03298500	2013-06-03 22:30	EDT	1.65	P	297	P			0.00	P
USGS	03298500	2013-06-03 22:45	EDT	1.63	P	287	P			0.00	P
USGS	03298500	2013-06-03 23:00	EDT	1.63	P	287	P	12.7	P:s	0.00	P
USGS	03298500	2013-06-03 23:15	EDT	1.65	P	297	P			0.00	P
USGS	03298500	2013-06-03 23:30	EDT	1.61	P	278	P			0.00	P
USGS	03298500	2013-06-03 23:45	EDT	1.64	P	292	P			0.00	P
USGS	03298500	2013-06-04 00:00	EDT	1.67	P	307	P	12.7	P:s	0.00	P
USGS	03298500	2013-06-04 00:15	EDT	1.65	P	297	P			0.00	P
USGS	03298500	2013-06-04 00:30	EDT	1.66	P	302	P			0.00	P
USGS	03298500	2013-06-04 00:45	EDT	1.66	P	302	P			0.00	P
USGS	03298500	2013-06-04 01:00	EDT	1.61	P	278	P	12.7	P:s	0.00	P
USGS	03298500	2013-06-04 01:15	EDT	1.64	P	292	P			0.00	P
USGS	03298500	2013-06-04 01:30	EDT	1.65	P	297	P			0.00	P
USGS	03298500	2013-06-04 01:45	EDT	1.66	P	302	P			0.00	P
USGS	03298500	2013-06-04 02:00	EDT	1.64	P	292	P	12.7	P:s	0.00	P
USGS	03298500	2013-06-04 02:15	EDT	1.64	P	292	P			0.00	P
USGS	03298500	2013-06-04 02:30	EDT	1.63	P	287	P			0.00	P
USGS	03298500	2013-06-04 02:45	EDT	1.65	P	297	P			0.00	P
USGS	03298500	2013-06-04 03:00	EDT	1.64	P	292	P	12.7	P:s	0.00	P
USGS	03298500	2013-06-04 03:15	EDT	1.64	P	292	P			0.00	P
USGS	03298500	2013-06-04 03:30	EDT	1.65	P	297	P			0.00	P
USGS	03298500	2013-06-04 03:45	EDT	1.58	P	264	P			0.00	P
USGS	03298500	2013-06-04 04:00	EDT	1.63	P	287	P	12.7	P:s	0.00	P
USGS	03298500	2013-06-04 04:15	EDT	1.59	P	268	P			0.00	P
USGS	03298500	2013-06-04 04:30	EDT	1.64	P	292	P			0.00	P
USGS	03298500	2013-06-04 04:45	EDT	1.61	P	278	P			0.00	P
USGS	03298500	2013-06-04 05:00	EDT	1.65	P	297	P	12.7	P:s	0.00	P
USGS	03298500	2013-06-04 05:15	EDT	1.63	P	287	P			0.00	P
USGS	03298500	2013-06-04 05:30	EDT	1.64	P	292	P			0.00	P
