# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2013-07-02 22:08:51 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03290500 KENTUCKY RIVER AT LOCK 2 AT LOCKPORT, KY
# -----------------------------------------------------------------------------------
#
# Data provided for site 03290500
#    DD parameter statistic   Description
#    06   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	06_00060_00003	06_00060_00003_cd
USGS	03290500	2012-09-17	474	A
USGS	03290500	2012-09-18	484	A
USGS	03290500	2012-09-19	741	A
USGS	03290500	2012-09-20	3930	A
USGS	03290500	2012-09-21	5750	A
USGS	03290500	2012-09-22	4570	A
USGS	03290500	2012-09-23	3240	A
USGS	03290500	2012-09-24	2110	A
USGS	03290500	2012-09-25	1410	A
USGS	03290500	2012-09-26	1300	A
USGS	03290500	2012-09-27	1320	A
USGS	03290500	2012-09-28	1190	A
USGS	03290500	2012-09-29	1410	A
USGS	03290500	2012-09-30	2010	A
USGS	03290500	2012-10-01	2090	A
USGS	03290500	2012-10-02	2340	A
USGS	03290500	2012-10-03	2880	A
USGS	03290500	2012-10-04	3650	A
USGS	03290500	2012-10-05	3310	A
USGS	03290500	2012-10-06	2660	A
USGS	03290500	2012-10-07	1900	A
USGS	03290500	2012-10-08	1410	A
USGS	03290500	2012-10-09	1290	A
USGS	03290500	2012-10-10	1060	A:e
USGS	03290500	2012-10-11	1170	A:e
USGS	03290500	2012-10-12	993	A
USGS	03290500	2012-10-13	902	A
USGS	03290500	2012-10-14	893	A
USGS	03290500	2012-10-15	925	A
USGS	03290500	2012-10-16	796	A
USGS	03290500	2012-10-17	759	A
USGS	03290500	2012-10-18	794	A
USGS	03290500	2012-10-19	651	A
USGS	03290500	2012-10-20	525	A
USGS	03290500	2012-10-21	804	A
USGS	03290500	2012-10-22	689	A
USGS	03290500	2012-10-23	517	A
USGS	03290500	2012-10-24	659	A
USGS	03290500	2012-10-25	1040	A
USGS	03290500	2012-10-26	1120	A
USGS	03290500	2012-10-27	791	A
USGS	03290500	2012-10-28	847	A
USGS	03290500	2012-10-29	1200	A
USGS	03290500	2012-10-30	1560	A
USGS	03290500	2012-10-31	1800	A
USGS	03290500	2012-11-01	2160	A
USGS	03290500	2012-11-02	4600	A
USGS	03290500	2012-11-03	6120	A
USGS	03290500	2012-11-04	5000	A
USGS	03290500	2012-11-05	3640	A
USGS	03290500	2012-11-06	2800	A
USGS	03290500	2012-11-07	2210	A
USGS	03290500	2012-11-08	1750	A
USGS	03290500	2012-11-09	1390	A
USGS	03290500	2012-11-10	1210	A
USGS	03290500	2012-11-11	1120	A
USGS	03290500	2012-11-12	1190	A
USGS	03290500	2012-11-13	1490	A
USGS	03290500	2012-11-14	1340	A
USGS	03290500	2012-11-15	1350	A
USGS	03290500	2012-11-16	1320	A
USGS	03290500	2012-11-17	1230	A
USGS	03290500	2012-11-18	1170	A
USGS	03290500	2012-11-19	1080	A
USGS	03290500	2012-11-20	1200	A
USGS	03290500	2012-11-21	1520	A
USGS	03290500	2012-11-22	1620	A
USGS	03290500	2012-11-23	1470	A
USGS	03290500	2012-11-24	1310	A
USGS	03290500	2012-11-25	981	A
USGS	03290500	2012-11-26	875	A
USGS	03290500	2012-11-27	766	A
USGS	03290500	2012-11-28	856	A
USGS	03290500	2012-11-29	907	A
USGS	03290500	2012-11-30	1100	A
USGS	03290500	2012-12-01	1020	A
USGS	03290500	2012-12-02	935	A
USGS	03290500	2012-12-03	833	A
USGS	03290500	2012-12-04	843	A
USGS	03290500	2012-12-05	2070	A
USGS	03290500	2012-12-06	1660	A
USGS	03290500	2012-12-07	3890	A
USGS	03290500	2012-12-08	6970	A
USGS	03290500	2012-12-09	4570	A
USGS	03290500	2012-12-10	14100	A
USGS	03290500	2012-12-11	27300	A
USGS	03290500	2012-12-12	29900	P
USGS	03290500	2012-12-13	21500	P
USGS	03290500	2012-12-14	14300	P
USGS	03290500	2012-12-15	10100	P
USGS	03290500	2012-12-16	7560	P
USGS	03290500	2012-12-17	6210	P
USGS	03290500	2012-12-18	6550	P
USGS	03290500	2012-12-19	6780	P
USGS	03290500	2012-12-20	10300	P
USGS	03290500	2012-12-21	15000	P
USGS	03290500	2012-12-22	16500	P
USGS	03290500	2012-12-23	15100	P
USGS	03290500	2012-12-24	12500	P
USGS	03290500	2012-12-25	9470	P
USGS	03290500	2012-12-26	11200	P
USGS	03290500	2012-12-27	10900	P
USGS	03290500	2012-12-28	13700	P
USGS	03290500	2012-12-29	18800	P
USGS	03290500	2012-12-30	18600	P
USGS	03290500	2012-12-31	17300	P
USGS	03290500	2013-01-01	14200	P
USGS	03290500	2013-01-02	13800	P
USGS	03290500	2013-01-03	13300	P
USGS	03290500	2013-01-04	11500	P
USGS	03290500	2013-01-05	9920	P
USGS	03290500	2013-01-06	8300	P
USGS	03290500	2013-01-07	6920	P
USGS	03290500	2013-01-08	6090	P
USGS	03290500	2013-01-09	5040	P
USGS	03290500	2013-01-10	4480	P
USGS	03290500	2013-01-11	5840	P
USGS	03290500	2013-01-12	6400	P
USGS	03290500	2013-01-13	16900	P
USGS	03290500	2013-01-14	38500	P
USGS	03290500	2013-01-15	34800	P
USGS	03290500	2013-01-16	26900	P
USGS	03290500	2013-01-17	34000	P
USGS	03290500	2013-01-18	43900	P
USGS	03290500	2013-01-19	44100	P
USGS	03290500	2013-01-20	30100	P
USGS	03290500	2013-01-21	19400	P
USGS	03290500	2013-01-22	15500	P
USGS	03290500	2013-01-23	13000	P
USGS	03290500	2013-01-24	11100	P
USGS	03290500	2013-01-25	9530	P
USGS	03290500	2013-01-26	8570	P
USGS	03290500	2013-01-27	7850	P
USGS	03290500	2013-01-28	7240	P
USGS	03290500	2013-01-29	6940	P
USGS	03290500	2013-01-30	12000	P
USGS	03290500	2013-01-31	18100	P
USGS	03290500	2013-02-01	31600	P
USGS	03290500	2013-02-02	42200	P
USGS	03290500	2013-02-03	36800	P
USGS	03290500	2013-02-04	21900	P
USGS	03290500	2013-02-05	17600	P
USGS	03290500	2013-02-06	15100	P
USGS	03290500	2013-02-07	13700	P
USGS	03290500	2013-02-08	12600	P
USGS	03290500	2013-02-09	11500	P
USGS	03290500	2013-02-10	10500	P
USGS	03290500	2013-02-11	9700	P
USGS	03290500	2013-02-12	8630	P
USGS	03290500	2013-02-13	6860	P
USGS	03290500	2013-02-14	5960	P
USGS	03290500	2013-02-15	5550	P
USGS	03290500	2013-02-16	5290	P
USGS	03290500	2013-02-17	5020	P
USGS	03290500	2013-02-18	4740	P
USGS	03290500	2013-02-19	4430	P
USGS	03290500	2013-02-20	4240	P
USGS	03290500	2013-02-21	4080	P
USGS	03290500	2013-02-22	4210	P
USGS	03290500	2013-02-23	5440	P
USGS	03290500	2013-02-24	5300	P
USGS	03290500	2013-02-25	4820	P
USGS	03290500	2013-02-26	5610	P
USGS	03290500	2013-02-27	6650	P
USGS	03290500	2013-02-28	5590	P
USGS	03290500	2013-03-01	5610	P
USGS	03290500	2013-03-02	5660	P
USGS	03290500	2013-03-03	5860	P
USGS	03290500	2013-03-04	6210	P
USGS	03290500	2013-03-05	6280	P
USGS	03290500	2013-03-06	10300	P
USGS	03290500	2013-03-07	21600	P
USGS	03290500	2013-03-08	28100	P
USGS	03290500	2013-03-09	23000	P
USGS	03290500	2013-03-10	19300	P
USGS	03290500	2013-03-11	18400	P
USGS	03290500	2013-03-12	20200	P
USGS	03290500	2013-03-13	20200	P
USGS	03290500	2013-03-14	17300	P
USGS	03290500	2013-03-15	15100	P
USGS	03290500	2013-03-16	13100	P
USGS	03290500	2013-03-17	11500	P
USGS	03290500	2013-03-18	22900	P
USGS	03290500	2013-03-19	44000	P
USGS	03290500	2013-03-20	44300	P
USGS	03290500	2013-03-21	41600	P
USGS	03290500	2013-03-22	26600	P
USGS	03290500	2013-03-23	19400	P
USGS	03290500	2013-03-24	16200	P
USGS	03290500	2013-03-25	24500	P
USGS	03290500	2013-03-26	29800	P
USGS	03290500	2013-03-27	26000	P
USGS	03290500	2013-03-28	23700	P
USGS	03290500	2013-03-29	19800	P
USGS	03290500	2013-03-30	16800	P
USGS	03290500	2013-03-31	13900	P
USGS	03290500	2013-04-01	12300	P
USGS	03290500	2013-04-02	11100	P
USGS	03290500	2013-04-03	10300	P
USGS	03290500	2013-04-04	9610	P
USGS	03290500	2013-04-05	8710	P
USGS	03290500	2013-04-06	7570	P
USGS	03290500	2013-04-07	5680	P
USGS	03290500	2013-04-08	5310	P
USGS	03290500	2013-04-09	5070	P
USGS	03290500	2013-04-10	4790	P
USGS	03290500	2013-04-11	4440	P
USGS	03290500	2013-04-12	5460	P
USGS	03290500	2013-04-13	7680	P
USGS	03290500	2013-04-14	8260	P
USGS	03290500	2013-04-15	8310	P
USGS	03290500	2013-04-16	8030	P
USGS	03290500	2013-04-17	9350	P
USGS	03290500	2013-04-18	31700	P
USGS	03290500	2013-04-19	41800	P
USGS	03290500	2013-04-20	46400	P
USGS	03290500	2013-04-21	39100	P
USGS	03290500	2013-04-22	25600	P
USGS	03290500	2013-04-23	18800	P
USGS	03290500	2013-04-24	17300	P
USGS	03290500	2013-04-25	16300	P
USGS	03290500	2013-04-26	13300	P
USGS	03290500	2013-04-27	11100	P
USGS	03290500	2013-04-28	12100	P
USGS	03290500	2013-04-29	16000	P
USGS	03290500	2013-04-30	18800	P
USGS	03290500	2013-05-01	18800	P
USGS	03290500	2013-05-02	15000	P
USGS	03290500	2013-05-03	12200	P
USGS	03290500	2013-05-04	10200	P
USGS	03290500	2013-05-05	14500	P
USGS	03290500	2013-05-06	22000	P
USGS	03290500	2013-05-07	31000	P
USGS	03290500	2013-05-08	40700	P
USGS	03290500	2013-05-09	38100	P
USGS	03290500	2013-05-10	28100	P
USGS	03290500	2013-05-11	25400	P
USGS	03290500	2013-05-12	21300	P
USGS	03290500	2013-05-13	19600	P
USGS	03290500	2013-05-14	17200	P
USGS	03290500	2013-05-15	13900	P
USGS	03290500	2013-05-16	11500	P
USGS	03290500	2013-05-17	10300	P
USGS	03290500	2013-05-18	7640	P
USGS	03290500	2013-05-19	5950	P
USGS	03290500	2013-05-20	5330	P
USGS	03290500	2013-05-21	5520	P
USGS	03290500	2013-05-22		
USGS	03290500	2013-05-23	4300	P
USGS	03290500	2013-05-24	3940	P
USGS	03290500	2013-05-25	3880	P
USGS	03290500	2013-05-26	3680	P
USGS	03290500	2013-05-27	3270	P
USGS	03290500	2013-05-28	2760	P
USGS	03290500	2013-05-29	2250	P
USGS	03290500	2013-05-30	2280	P
USGS	03290500	2013-05-31	2030	P
USGS	03290500	2013-06-01	1640	P
USGS	03290500	2013-06-02	1590	P
USGS	03290500	2013-06-03	1480	P
USGS	03290500	2013-06-04	1350	P
USGS	03290500	2013-06-05	1250	P
USGS	03290500	2013-06-06	1320	P
USGS	03290500	2013-06-07	1510	P
USGS	03290500	2013-06-08	1560	P
USGS	03290500	2013-06-09	1410	P
USGS	03290500	2013-06-10	1840	P
USGS	03290500	2013-06-11	3300	P
USGS	03290500	2013-06-12	5240	P
USGS	03290500	2013-06-13	7200	P
USGS	03290500	2013-06-14	6920	P
USGS	03290500	2013-06-15	5000	P
USGS	03290500	2013-06-16	4180	P
USGS	03290500	2013-06-17	3910	P
USGS	03290500	2013-06-18	3390	P
USGS	03290500	2013-06-19	4080	P
USGS	03290500	2013-06-20	5680	P
USGS	03290500	2013-06-21	9330	P
USGS	03290500	2013-06-22	7430	P
USGS	03290500	2013-06-23	4900	P
USGS	03290500	2013-06-24	3470	P
USGS	03290500	2013-06-25	2860	P
USGS	03290500	2013-06-26	2890	P
USGS	03290500	2013-06-27	13200	P
USGS	03290500	2013-06-28	19000	P
USGS	03290500	2013-06-29	11800	P
USGS	03290500	2013-06-30	8420	P
USGS	03290500	2013-07-01	5770	P
